speech 1 |thank*1|
strongly its |very*1|
for somebody |that*1|
somebody that |can*1|does*1|literally*1|
that does |an*1|not*1|tremendous*1|
does tremendous |numbers*1|
tremendous numbers |of*1|
numbers of |deals*1|
of deals |to*1|
deals to |run*1|
to run |and*1|for*2|i’ll*1|which*1|
run for |political*1|politics*1|president*2|public*1|
for politics |run*1|
politics run |for*1|
for political |office*1|
political office |any*1|
office any |office*1|
any office |let*1|
office let |alone*1|
let alone |president*1|
alone president |because*1|
president because |i*1|this*1|youve*1|
because youve |done*1|
youve done |so*1|
much youve |beaten*1|
youve beaten |so*1|
beaten so |many*1|
many people |are*1|i*1|youve*1|
people youve |created*1|
youve created |so*1|
created so |many*1|
many look |obama*1|
look obama |what*1|
obama what |did*1|
what did |he*1|we*1|
did he |do*1|
he do |no*1|
do no |deal*1|one*1|
no deal |he*1|
deal he |did*1|never*1|
he never |did*1|
never did |a*1|and*1|
did a |deal*1|lot*2|very*1|
a deal |he*1|probably*1|that’s*1|the*1|there’s*1|under*1|with*1|
he did |a*1|one*1|
did one |deal*1|
one deal |a*1|
deal a |house*1|
a house |and*1|
house and |congress*1|if*1|
if you |can’t*1|could*1|did*1|don’t*3|have*1|listen*1|look*2|want*3|were*1|would’ve*1|
you did |that*1|
did that |but*1|house*1|
that house |youd*1|
house youd |be*1|
youd be |in*1|
be in |a*2|florida*1|jail*1|
in jail |right*1|
jail right |now*1|
right now |look*1|okay*1|that*1|they’re*1|they’ve*1|think*1|we*1|we’re*1|
now okay |he*1|
okay he |got*1|
he got |away*1|
got away |with*2|
with murder |but*1|
murder but |i*1|
i can |build*1|do*1|just*1|promise*1|tell*5|
can tell |some*1|you*4|
you emails |irs*1|
emails irs |the*1|
irs the |emails*1|
the emails |thousands*1|
emails thousands |of*1|
thousands of |americans*1|employees*2|jobs*1|letters*1|lives*3|people*3|plants*1|sets*1|television*1|them*1|wounded*1|
them they |all*1|don’t*1|just*1|were*1|
they were |going*1|independents*1|lost*2|never*1|smarter*2|
were lost |as*1|if*1|they*1|
lost they |cant*1|were*1|
lost if |you*1|
you were |all*1|in*1|like*1|
were in |my*1|
in my |life*1|opinion*3|whole*1|world*1|
my world |you*1|
world you |come*1|would*1|
you would |have*1|know*1|say*1|
would know |that*1|
know that |a*1|because*1|emails*1|if*1|right*1|she’s*1|we*2|we’re*2|you*1|
that emails |cant*1|
emails cant |be*1|
cant be |lost*2|mitt*1|
be lost |so*1|they*1|
they cant |be*1|
lost so |why*1|
so why |arent*1|
why arent |our*1|they*3|
arent our |politicians*1|
our politicians |finding*1|seem*1|
politicians finding |out*1|
finding out |where*1|
out where |those*1|
where those |emails*1|
those emails |are*1|
emails are |they*1|
they talk |about*4|
about executive |orders*2|
executive orders |and*1|he’s*1|why*1|
orders and |they*1|
about immigration |and*1|
immigration and |economic*1|they*1|
about oh |well*1|
oh well |we*1|
well we |have*1|
to stop |and*2|doing*1|drugs*1|fast*1|it*2|now*1|the*1|
stop the |border*1|
border thats |the*1|
the end |of*3|
end of |it*1|that*1|the*1|
of it |believe*1|gdp*1|i*1|iran*1|isis*1|i’m*1|think*1|we*1|—*1|
it believe |me*2|
me if |i*1|
i did |a*1|and*1|is*1|something*1|that*1|them*1|this*1|
did something |you*1|
something you |would*1|
would have |a*1|been*3|only*1|said*1|
a border |that*1|
border that |would*1|
that would |be*4|
would be |a*2|great*1|so*2|the*2|—*1|
be great |but*1|
great but |they*1|you*1|
but they |all*1|didn’t*1|have*1|talk*1|tell*1|
and then |abandoned*1|another*1|he*1|helped*1|i*3|in*1|the*1|there’s*1|they*2|they’ll*1|we*3|were*1|you*2|
then you |have*1|take*1|
president that |does*1|god*1|
does an |executive*1|
an executive |order*2|
executive order |executive*1|he*1|it’s*1|nobody*1|on*1|
order nobody |even*1|
nobody even |heard*1|knows*1|talked*1|
even heard |of*1|
heard of |an*1|this*1|
of an |executive*1|
order he |does*1|
he does |it*1|
does it |to*1|
it to |let*1|other*1|the*1|
to let |people*1|these*1|
let people |come*1|
people come |in*1|
come in |and*1|from*3|they*1|
in and |fill*1|get*1|i’m*1|nobody*1|that’s*1|we*1|we’re*1|
and nobody |comes*1|does*1|knows*1|nobody*1|talks*1|thought*1|
nobody does |anything*1|
does anything |about*1|
orders why |didnt*1|
why didnt |they*1|
didnt they |go*1|
they go |ah*1|to*1|
go to |a*1|china*1|court*1|dubai*1|florida*1|saudi*1|south*1|various*1|
to court |and*1|
court and |ask*1|
and ask |for*1|
ask for |declaratory*1|
for declaratory |judgmentwhich*1|
declaratory judgmentwhich |is*1|
judgmentwhich is |something*1|
is something |i’ve*1|like*1|that*2|
something that |election*1|everybody*1|i*1|we’ve*1|when*1|works*1|
know somebody |is*1|
somebody is |going*1|
to go |after*2|and*1|around*1|home*1|to*1|we*1|
go after |one*1|you*1|
after you |and*1|
you and |thank*1|we*1|when*1|you*1|
when its |in*1|
its in |writing*1|
in writing |and*1|
writing and |hes*1|
hes been |saying*1|
been saying |for*1|it*2|
saying it |for*2|
it for |a*2|two*1|years*1|
a long |and*1|history*1|t*1|time*3|way*1|
long time |46*1|he*1|tonight*1|
time he |said*1|
said im |going*1|
im going |to*2|
to approve |this*1|
approve this |and*1|
this and |be*1|before*1|i*2|that*1|thatwhy*1|this*1|
and thatwhy |didnt*1|
thatwhy didnt |our*1|
didnt our |republicans*1|
our republicans |go*1|
republicans go |in*1|
go in |and*1|
and get |a*1|something*1|them*1|things*1|
a declaratory |judgment*1|
declaratory judgment |from*1|
judgment from |the*1|
from the |beginning*1|courts*1|dead*1|democratic*1|donors*1|general*1|head*1|lobbyist*1|middle*1|table*1|
the courts |because*1|
courts because |you*1|
because you |could*1|know*2|take*1|
you could |add*1|have*1|
could have |started*1|
have started |the*1|
started the |process*1|
the process |six*1|
process six |months*1|
six months |earlier*1|
months earlier |instead*1|
earlier instead |they*1|
instead they |have*1|
a weak |lawsuit*1|
weak lawsuit |that*1|
lawsuit that |probably*1|
that probably |the*1|
probably the |time*1|
time its |finished*1|not*1|
its finished |i*1|
finished i |know*1|
i know |a*1|how*4|i*1|if*1|it*2|many*1|one*1|people*1|so*1|that*2|the*5|them*2|what*1|
know so |much*1|
much about |this*1|
about this |president*1|recently*1|six*1|
this six |seven*1|
six seven |eight*1|
seven eight |nine*1|years*1|
eight years |from*1|
years from |now*1|
from now |everyones*1|
now everyones |going*1|
everyones going |to*1|
to forget |about*1|it*1|
forget about |it*1|
it well |be*1|i*1|
well be |into*1|
be into |a*1|
into a |country*1|different*1|room*1|
a different |mode*1|place*1|
different mode |and*1|
mode and |our*1|
country will |be*1|
be further |destroyed*1|
further destroyed |so*1|
destroyed so |we*1|
so we |can*1|do*1|get*1|have*4|need*1|won*1|
do something |about*1|jobs*1|that’s*1|
something jobs |china*1|
jobs china |i*1|
china i |have*1|mean*1|sell*1|
mean ive |made*1|
ive made |so*1|
made so |much*1|
much money |and*1|fighting*1|now*1|over*1|
money fighting |against*1|
fighting against |the*1|
against the |chinese*2|trade*1|united*1|war*1|
the chinese |a*1|and*1|one*1|
chinese one |of*1|
one of |my*1|supporters*1|the*13|them*1|these*1|those*1|
best deals |i*1|
deals i |ever*1|
i ever |did*1|used*1|
ever did |was*1|
did was |against*1|
was against |guns*1|the*1|
chinese and |they*1|
they respect |me*1|
respect me |for*1|
me for |it*1|
for it |and*1|
know them |all*1|and*1|
them and |get*1|i*1|they*1|we*2|
they say |that*1|that’s*1|the*1|we*1|you’ll*1|
say we |cant*1|
we cant |believe*2|do*1|let*1|
cant believe |how*1|it*1|what*1|
believe what |were*1|
what were |getting*1|
were getting |away*1|
getting away |with*2|
with we |cant*1|
believe how |stupid*1|
how stupid |are*3|your*1|
stupid your |leaders*1|
your leaders |are*1|
leaders are |much*1|they*1|too*2|
they tell |me*2|
tell me |that*2|
me that |and*1|now*1|
that now |they*1|
now they |are*1|do*1|dont*1|feel*1|
they dont |even*2|know*4|
dont know |if*1|im*1|they*1|what*1|whats*1|
know im |going*1|
go and |make*1|
and make |a*1|it*3|
make a |billion*1|deal*4|good*1|great*1|speech*1|
a speech |about*1|
speech about |it*1|
it but |here’s*1|i*1|if*1|in*1|then*1|why*1|you*1|
but why |not*1|
why not |but*1|
not but |there*1|they*1|
that and |all*1|by*1|corey*1|everybody*1|i*1|i’ve*1|then*1|
way especially |for*1|
especially for |the*1|
the folks |here*1|
folks here |that*1|
here that |sell*1|
that sell |so*1|
sell so |muchgoods*1|
so muchgoods |i*1|
muchgoods i |mean*1|
mean the |euro*1|goods*1|
the goods |you*1|
goods you |sell*1|
you sell |are*1|
sell are |incredible*1|
are incredible |i*1|
incredible i |dont*1|
know if |i*1|it*2|they*1|youve*1|
if youve |been*1|
youve been |paying*1|watching*1|
been watching |whats*1|
watching whats |happening*1|
whats happening |somebody*1|with*2|
happening with |our*1|the*1|
with the |devaluation*1|devaluations*1|government*1|increase*1|transaction*1|world*1|
the devaluations |of*1|
devaluations of |so*1|
of so |many*1|
many countries |china*1|the*1|
countries the |euro*1|
the euro |china*2|
euro china |is*1|mexico*1|
china is |another*1|doing*1|going*1|just*1|killing*1|taking*1|
going crazy |with*1|
crazy with |the*1|
the devaluation |i*1|
devaluation i |never*1|
i never |knew*1|saw*2|thought*1|
never thought |that*1|
thought that |he*1|theyd*1|
that theyd |have*1|
theyd have |the*1|
the guts |to*1|
guts to |do*1|
do what |they*1|theyre*1|
what theyre |doing*2|
theyre doing |it*1|they*1|
doing they |are*1|don’t*1|have*2|
are devaluing |down*1|
devaluing down |to*1|
down to |nothing*1|the*1|
nothing and |every*1|we*1|what*1|
what its |going*1|so*1|
its going |make*1|to*2|
do is |look*1|make*1|unbelievable*1|
is make |it*1|
make it |great*5|impossible*2|—*1|
it impossible |for*3|
impossible for |caterpillar*1|our*2|you*2|
for you |i*1|if*1|to*2|
you to |compete*1|sell*1|the*1|
to sell |your*1|
sell your |product*1|
your product |its*1|
product its |going*1|
going make |it*1|
to compete |and*2|impossible*1|so*1|
compete and |i*1|theyre*1|
and theyre |getting*1|
theyre getting |away*1|
with it |again*1|and*1|i*1|nobody*1|
they wouldnt |have*1|
wouldnt have |even*1|
have even |done*1|
even done |it*1|
done it |two*1|
it two |years*1|
two years |ago*1|
years ago |30*1|50*1|but*1|i*1|is*2|pull*1|they*1|used*1|
ago but |now*1|
but now |they*1|they’re*1|
they feel |were*1|
feel were |so*1|
were so |incredible*1|weak*1|
so weak |and*1|
weak and |forgiving*1|we*1|
have so |many*3|much*1|
many different |problems*1|
different problems |all*1|
problems all |over*1|
world that |is*1|they*1|
they can |always*1|do*1|get*2|
can do |it*3|that*3|the*1|
you watch |this*1|
watch this |company*1|devaluation*1|
this devaluation |of*1|
devaluation of |all*1|
of all |he*1|i*1|of*1|
it i |buy*1|don’t*2|feel*1|have*2|know*1|like*1|mean*2|put*1|said*2|sent*1|was*1|
china mexico |everybody*1|
mexico everybody |is*1|
everybody is |devaluing*1|
is devaluing |and*1|
devaluing and |when*1|
you hear |the*1|
hear the |dollar*1|
the dollar |goes*1|is*1|
dollar is |getting*1|
is getting |stronger*1|
getting stronger |and*1|it*1|
stronger it |sounds*1|
it sounds |crass*1|good*1|
sounds good |be*1|you*1|
good you |know*1|
know its |one*1|
its one |of*1|
of those |guys*1|things*1|
those things |for*1|sounds*1|
things sounds |good*1|
good be |very*1|
very careful |and*1|be*1|because*1|
careful be |very*1|
careful because |were*1|
because were |just*1|
were just |going*1|
just going |to*2|
to lose |aside*1|more*1|
lose more |and*1|
more business |to*1|
business to |these*1|
to these |foreign*1|
these foreign |countries*1|
foreign countries |than*1|that*1|
countries that |had*1|really*1|we*1|
that really |know*1|
really know |what*1|
know what |i*1|is*1|it*1|its*1|i’ll*1|i’m*1|needs*1|that*3|they*1|they’re*4|we*1|we’re*1|
what they |are*1|do*1|don’t*1|have*1|
are doing |like*1|they*1|
have it |set*1|we*1|
it set |dont*1|
set dont |forget*1|
dont forget |another*1|
forget another |thing*1|
another thing |china*1|
thing china |became*1|
china became |the*1|
became the |number*1|
the number |of*1|one*1|
number one |economic*1|he*1|i*1|the*1|we’re*1|—*1|
one economic |power*1|
economic power |a*1|and*1|we*1|
power a |year*1|
a year |ago*3|we’re*1|—*1|
year ago |or*1|that*1|yemen*1|
ago that |ford*1|was*1|
that was |a*1|an*1|going*2|good*1|unthinkable*1|
was unthinkable |to*1|
unthinkable to |think*1|
to think |about*1|smart*1|that*1|they*1|
think that |number*1|that*1|these*1|
that that |had*1|was*1|
was going |so*1|to*4|
to happen |after*2|and*1|fast*1|how*1|if*1|immediately*1|it*1|it’s*2|that’s*1|they*2|they’re*1|with*1|
happen it |was*1|won’t*1|
was absolutely |unthinkable*1|
absolutely unthinkable |so*1|
unthinkable so |it*1|
so it |happened*1|wasn’t*1|
it happened |and*1|
happened and |citizens*1|its*1|tonight*1|
very sad |now*1|
sad now |we*1|
we spent |2*2|more*1|on*1|
spent 2 |trillion*2|
2 trillion |and*1|in*2|we*1|
trillion in |debt*2|iraq*2|
in iraq |2*1|libya*1|to*1|very*1|we*2|
iraq we |got*1|have*1|
we got |18*1|a*1|hit*1|in*1|it*3|nothing*2|nuclear*1|one*1|to*1|
got nothing |but*2|they*1|we’ve*1|
nothing they |dont*1|
even respect |us*1|
respect us |in*1|they*1|when*1|
us they |can’t*1|dont*1|will*1|
even care |about*1|
care about |us*1|
about us |until*1|
us until |they*1|
until they |behave*1|started*1|
they started |getting*1|
started getting |their*1|
getting their |ass*1|
their ass |kicked*1|
ass kicked |and*1|
kicked and |call*1|
and call |oh*1|
call oh |please*1|
oh please |come*1|
please come |back*1|
come back |and*2|home*1|they’ll*1|to*1|
back and |help*1|i*1|make*1|
and help |us*1|
help us |right*1|to*1|we*1|where*1|
us we |are*1|want*1|
we want |syria*1|the*1|them*1|to*2|we*1|you*1|
want you |out*1|
you out |then*1|
out then |all*1|
then all |of*1|
the sudden |a*1|
sudden a |new*1|
a new |foreign*1|group*1|rational*1|time*1|vision*1|
new group |forms*1|
group forms |isis*1|
forms isis |by*1|
isis by |the*1|
way you |know*1|
know how |hard*2|they*1|to*5|
how they |formed*1|
they formed |they*1|
formed they |took*1|
they took |the*2|
took the |oil*2|
the oil |and*4|but*1|is*1|so*1|that*1|
oil and |for*1|it*1|the*2|what*1|you*1|
and for |the*2|those*1|
for those |companies*1|of*1|
those of |you*1|
of you |and*1|that*1|this*1|
you that |i’ll*1|know*1|the*1|
that know |and*1|business*1|
know and |love*1|
and love |donald*1|
love donald |trumpthere*1|
donald trumpthere |are*1|
trumpthere are |some*1|
are some |of*1|
some of |the*1|them*1|youhave*1|
of youhave |i*1|
youhave i |been*1|
i been |saying*1|
saying for |four*1|many*1|
for four |years*1|
four years |ago*1|it’s*1|keep*1|—*1|
years keep |the*1|
keep the |oil*1|
oil so |now*1|
so now |isis*2|
now isis |has*2|is*1|
isis has |the*2|
has the |oil*2|
and the |40yearold*1|best*1|biggest*1|breakup*1|cartel*1|czech*1|economy*1|enemy*1|environmentalist*1|finest*1|following*1|game*1|like*1|media*1|negative*1|one*2|only*1|pentagon*1|people*1|press*1|reason*1|shared*1|stuff*1|trade*1|world*1|
the stuff |that*1|
stuff that |isis*1|
that isis |doesnt*1|would*1|
isis doesnt |have*1|
doesnt have |iran*1|
have iran |has*1|is*1|
iran is |going*2|now*1|taking*1|
to take |away*1|out*1|over*1|so*1|that*1|your*1|
take so |we*1|
we get |a*2|absolutely*1|all*1|bergdahl*2|greedy*1|nothing*1|
get nothing |we*1|
nothing we |can’t*1|have*2|
have 2 |trillion*1|
trillion and |we*1|
have thousands |of*4|
of lives |and*1|lost*1|thousands*1|
lives lost |massive*1|thousands*1|
lost thousands |and*1|of*1|
thousands and |thousands*5|we*1|
have what |do*1|
what do |we*3|you*2|
do we |beat*1|do*3|have*1|
have i |mean*1|want*1|
mean i |liked*1|walk*1|
i walk |down*1|
walk down |the*1|
down the |drain*1|escalator*1|highways*1|streets*1|
the streets |of*1|
streets of |new*1|
of new |york*1|
new york |and*2|i’ve*1|times*1|to*1|—*1|
york and |i*1|it’s*1|
i see |him*1|so*1|
see so |many*2|
many wounded |warriors*1|
wounded warriors |incredible*1|
warriors incredible |people*1|
incredible people |and*1|
people and |american*1|far*1|for*2|i*3|its*1|i’ll*1|i’m*1|that*1|they*1|they’re*1|we*2|you*1|
to help |but*1|our*2|the*1|those*1|
help those |people*1|
those people |are*2|we*1|were*1|
people we |have*3|
help our |military*1|vets*1|
our vets |have*1|on*1|our*1|so*1|we*1|
vets we |have*1|
our military |and*2|bigger*1|but*1|by*1|can*1|dominance*1|is*1|it*1|to*1|we*1|which*2|
military we |have*1|
build our |military*1|
military but |and*1|
but and |we*1|
fast we |cant*1|have*2|
have incompetent |people*1|
incompetent people |they*1|
they put |asphalt*1|people*1|together*1|
put people |in*1|
people in |charge*1|
in charge |that*1|
charge that |have*1|night*1|
that have |been*2|lots*1|no*2|
have no |choice*4|clue*1|competence*1|idea*1|incentive*1|plan*1|protection*1|
no clue |they*1|what*1|
clue what |theyre*1|
doing it |needs*1|no*1|number*1|
it needs |money*1|to*1|
needs money |we*1|
money we |have*3|
make our |country*4|economy*1|military*1|
country rich |again*2|it*1|so*1|
rich again |and*2|by*1|so*1|
again so |i*1|ladies*1|so*1|that*1|we*1|
we do |how*1|it*2|not*1|that*3|when*1|
do that |and*2|because*1|like*1|perhaps*1|reducing*1|so*2|to*2|—*1|
that so |beautifully*1|i’m*1|they*1|we*1|
we can |adopt*1|both*2|do*4|get*1|make*2|rein*1|save*1|upgrade*1|
can save |social*1|
save social |security*1|
social security |and*1|can*1|cause*1|i*1|im*1|medicare*1|that’s*1|without*1|youve*1|
security cause |im*1|
cause im |not*1|
im not |a*2|saying*1|
not a |bad*1|cutter*2|good*1|leader*1|nice*1|perfect*1|question*1|
a cutter |ill*1|of*1|
cutter ill |probably*1|
ill probably |be*1|
probably be |the*1|
be the |best*1|enemy*1|foundation*1|greatest*1|major*1|most*1|only*1|people*1|smart*2|work*1|—*1|
the only |one*2|person*1|reason*1|republican*1|
only republican |that*1|
republican that |does*1|
does not |want*1|
not want |to*1|
to cut |it*2|social*1|the*1|
cut social |security*1|
security im |not*1|
cutter of |social*1|
of social |security*1|
security i |want*1|
i want |a*1|everybody*1|money*1|to*10|
rich so |that*1|
so that |social*1|you*1|you’re*1|
that social |security*1|
security can |be*1|
can be |afforded*1|c*1|covered*1|replaced*1|the*1|very*1|wasted*1|wonderful*1|—*1|
be afforded |and*1|
afforded and |medicare*1|
and medicare |and*1|
medicare and |medicaid*2|
and medicaid |get*1|without*1|
medicaid get |rid*1|
get rid |of*4|
rid of |a*1|common*1|obamacare*1|the*4|
the waste |and*1|get*1|
waste get |rid*1|
